Year,Make,Model,transmission,mileage,price,Year,Make,Model
2011,Cadillac,SRX  ,            automatic,62169,18999,2011,Cadillac,SRX
2012,chrysler,300c  ,            automatic,35814,NA,2012,chrysler,300c
2008,toyota,tacoma  ,            automatic,19500,16000,2008,toyota,tacoma
1992,TOYOTA,PICK UP ,            manual,160000,2250,1992,TOYOTA,PICK UP
2014,Kia,Sorento  ,            automatic,NA,NA,2014,Kia,Sorento
2014,Lexus,GX 460 ,            automatic,NA,NA,2014,Lexus,GX 460
2001,ford,Taurus  ,            automatic,142000,1600,2001,ford,Taurus
2011,BMW,3 Series ,            automatic,79602,22798,2011,BMW,3 Series
2016,Mazda,Mazda6  ,            automatic,38888,NA,2016,Mazda,Mazda6
2016,Mazda,CX-5  ,            automatic,11520,29491,2016,Mazda,CX-5
2015,Mazda,CX-9  ,            automatic,38866,22991,2015,Mazda,CX-9
2014,Mazda,Mazda3  ,            automatic,9325,15991,2014,Mazda,Mazda3
2008,Toyota,Tacoma  ,            automatic,NA,NA,2008,Toyota,Tacoma
1996,bmw,z3  ,            manual,110000,4500,1996,bmw,z3
2015,Toyota,RAV4  ,            automatic,36490,19900,2015,Toyota,RAV4
1994,FORD,E-250  ,            automatic,NA,2750,1994,FORD,E-250
1994,suzuki,sidekick 4door ,            automatic,244000,2450,1994,suzuki,sidekick 4door
2010,Buick,Enclave  ,            automatic,127430,12399,2010,Buick,Enclave
2013,Volkswagen,GTI  ,            automatic,45342,16974,2013,Volkswagen,GTI
2013,Toyota,Tundra  ,            automatic,48536,29999,2013,Toyota,Tundra
1994,ford,e350 van ,            automatic,NA,1950,1994,ford,e350 van
2016,Toyota,Tacoma  ,            automatic,11647,NA,2016,Toyota,Tacoma
2016,Ford,F-150  ,            automatic,24319,NA,2016,Ford,F-150
2016,Jeep,Grand Cherokee ,            automatic,25816,NA,2016,Jeep,Grand Cherokee
1985,chevrolet,k5 blazer ,            automatic,127528,8500,1985,chevrolet,k5 blazer
2004,2008,chrysler pt cruiser,            automatic,NA,2500,2004,2008,chrysler pt cruiser
2011,chevrolet,impala  ,            automatic,95000,NA,2011,chevrolet,impala
2014,nissan,370z  ,            automatic,25870,NA,2014,nissan,370z
2007,bmw,m6  ,            automatic,61537,NA,2007,bmw,m6
2012,ford,mustang  ,            manual,58112,NA,2012,ford,mustang
2012,Kia,  ,            other,NA,NA,2012,Kia,
2014,toyota,tundra tss ,            automatic,39500,NA,2014,toyota,tundra tss
2006,dodge,ram pickup 2500,            automatic,69665,NA,2006,dodge,ram pickup 2500
2009,Toyota,Venza  ,            automatic,111666,11495,2009,Toyota,Venza
2006,F350,  ,            automatic,261886,7900,2006,F350,
1987,Ford,Bronco II ,            manual,74000,3500,1987,Ford,Bronco II
2011,volvo,670,            other,NA,19989,2011,volvo,670
2015,Toyota,Camry Hybrid ,            automatic,NA,NA,2015,Toyota,Camry Hybrid
2010,Dodge,Ram 2500 ,            automatic,NA,NA,2010,Dodge,Ram 2500
2015,Mitsubishi,Mirage  ,            automatic,23723,NA,2015,Mitsubishi,Mirage
2014,Toyota,RAV4  ,            automatic,NA,NA,2014,Toyota,RAV4
1951,Plymouth,Cranbrook  ,            manual,36000,2800,1951,Plymouth,Cranbrook
1989,Bmw325i,  ,            automatic,67000,2800,1989,Bmw325i,
1979,ford,f-250  ,            manual,NA,NA,1979,ford,f-250
2005,chevy,silverado 2500hd ,            automatic,150000,23,2005,chevy,silverado 2500hd
1999,Honda,Accord  ,            automatic,142815,3999,1999,Honda,Accord
2014,Mazda,Mazda3  ,            automatic,27712,21991,2014,Mazda,Mazda3
2001,ford,f150  ,            automatic,NA,3500,2001,ford,f150
2006,dodge,charger  ,            automatic,NA,8200,2006,dodge,charger
2013,cadillac,xts  ,            automatic,NA,NA,2013,cadillac,xts
2010,chevrolet,tahoe  ,            automatic,NA,13900,2010,chevrolet,tahoe
1961,Ford,Falcon  ,            automatic,110596,7500,1961,Ford,Falcon
2001,Ford,Escort  ,            automatic,123600,2450,2001,Ford,Escort
1999,ford,expedition xlt ,            automatic,245757,3400,1999,ford,expedition xlt
2013,GMC,Yukon  ,NA,NA,NA,2013,GMC,Yukon
2014,Merc,CLA 250 ,            automatic,17790,26800,2014,Merc,CLA 250
2016,Mazda,Mazda3  ,            automatic,5737,18991,2016,Mazda,Mazda3
2016,Kia,Optima  ,            automatic,15978,16991,2016,Kia,Optima
2016,Mazda,MAZDA3  ,            automatic,9120,18991,2016,Mazda,MAZDA3
2007,Jeep,JK Wrangler X,            manual,71000,17000,2007,Jeep,JK Wrangler X
2016,Kia,Optima  ,            automatic,15978,16991,2016,Kia,Optima
2012,peterbilt,386,            other,NA,NA,2012,peterbilt,386
2014,lexus,is350  ,            automatic,60100,NA,2014,lexus,is350
2001,ford,f550  ,            automatic,359000,5500,2001,ford,f550
2005,Ford,Mustang  ,            manual,NA,5500,2005,Ford,Mustang
2016,buick,lacrosse  ,            automatic,31542,NA,2016,buick,lacrosse
2004,honda,pilot ex-l 4wd,            automatic,182000,6999,2004,honda,pilot ex-l 4wd
1999,land,rover discovery ii,"	<meta name=""description"" content=""1999 land rover discovery series ii condition: good cylinders: 8 cylinders drive: 4wd fuel: gas paint color: white title status: clean  automatic I will sell my Land Rover Discovery..."">",NA,4000,1999,land,rover discovery ii
1993,jeep,grand cherokee laredo,            automatic,NA,600,1993,jeep,grand cherokee laredo
2011,volvo,780,            other,NA,NA,2011,volvo,780
2001,lincoln,continental  ,            automatic,NA,1500,2001,lincoln,continental
2015,toyota,camry le 4dr,            automatic,37919,NA,2015,toyota,camry le 4dr sedan
2013,chevrolet,camaro lt1 coupe,            manual,29400,NA,2013,chevrolet,camaro lt1 coupe
2009,Honda,civic  ,            automatic,NA,6800,2009,Honda,civic
1997,Acura,Cl  ,            manual,NA,1700,1997,Acura,Cl
2013,Honda,Fit  ,            automatic,34921,12799,2013,Honda,Fit
,,  ,NA,NA,NA,NA,NA,
2014,infiniti,q50  ,            automatic,43165,NA,2014,infiniti,q50
2012,VOLVO,670,            other,NA,NA,2012,VOLVO,670
2007,Dodge,mega cab 4x4,            automatic,103000,18885,2007,Dodge,mega cab 4x4
2012,Ram,power wagon ,            automatic,74969,28950,2012,Ram,power wagon
2010,FORD,CREW CAB ,            automatic,89000,19985,2010,FORD,CREW CAB
2012,peterbilt,587,            other,NA,NA,2012,peterbilt,587
2012,Jeep,Wrangler  ,            manual,49500,25900,2012,Jeep,Wrangler
1968,chevrolet,malibu  ,            automatic,NA,NA,1968,chevrolet,malibu
2014,Dodge,Grand Caravan ,NA,NA,NA,2014,Dodge,Grand Caravan
2016,Honda,HR-V  ,            automatic,26975,NA,2016,Honda,HR-V
2010,Chevrolet,Malibu  ,NA,NA,NA,2010,Chevrolet,Malibu
2012,Chevrolet,Sonic  ,NA,NA,NA,2012,Chevrolet,Sonic
2013,Toyota,Tacoma  ,            automatic,NA,NA,2013,Toyota,Tacoma
2001,Mercury,cougar  ,            manual,NA,2500,2001,Mercury,cougar
2014,ford,f-150  ,            automatic,41700,14000,2014,ford,f-150
1982,Chevrolet,El Camino ,            automatic,238805,5700,1982,Chevrolet,El Camino
1966,volkswagen,beetle  ,            manual,NA,5500,1966,volkswagen,beetle
1954,Mercury,Monterey  ,            automatic,NA,10000,1954,Mercury,Monterey
1984,Buick,RegL  ,            automatic,112000,7300,1984,Buick,RegL
2015,Chevy,Impala  ,            automatic,40376,22995,2015,Chevy,Impala
1976,mgb,convertible  ,            manual,0,3675,1976,mgb,convertible
2014,Chevrolet,Silverado 2500HD ,            automatic,NA,NA,2014,Chevrolet,Silverado 2500HD
2015,Dodge,Grand Caravan ,            automatic,NA,NA,2015,Dodge,Grand Caravan
2017,Toyota,Tacoma  ,            automatic,7483,NA,2017,Toyota,Tacoma
2015,Dodge,Grand Caravan ,            automatic,NA,NA,2015,Dodge,Grand Caravan
2017,Toyota,Tacoma  ,            automatic,7483,NA,2017,Toyota,Tacoma
2006,Honda,Odyssey  ,            automatic,144000,6500,2006,Honda,Odyssey
2015,Honda,CR-V  ,            automatic,20136,25000,2015,Honda,CR-V
2004,Dodge,Ram 3500 ,            automatic,368,9500,2004,Dodge,Ram 3500
1968,El,Camino 1968 ,            manual,NA,2500,1968,El,Camino 1968
2000,ford,mustang convertible gt,            manual,NA,3000,2000,ford,mustang convertible gt
2001,Volkswagen,passat  ,            automatic,160000,2000,2001,Volkswagen,passat
2015,Chevrolet,Sonic LT ,            automatic,15600,13000,2015,Chevrolet,Sonic LT
2015,nissan,pathfinder  ,            automatic,40069,NA,2015,nissan,pathfinder
1986,caddilac,fleet wood ,            automatic,NA,300,1986,caddilac,fleet wood
2015,mistubishi,mirage  ,            automatic,21569,NA,2015,mistubishi,mirage
2013,ford,mustang gt premium,            manual,67618,NA,2013,ford,mustang gt premium
2016,Nissan,Altima  ,            automatic,20934,16475,2016,Nissan,Altima
2012,volvo,780,            other,NA,NA,2012,volvo,780
2013,ford,explorer  ,            automatic,80614,NA,2013,ford,explorer
1994,ford,explorer  ,            manual,NA,300,1994,ford,explorer
1977,datsun,620,            other,NA,NA,1977,datsun,620
2011,mercedes,s600  ,            automatic,75666,NA,2011,mercedes,s600
2009,infiniti,fx35 base ,            automatic,73702,NA,2009,infiniti,fx35 base
2006,MITSUBISHI,FUSO FE84D ,            automatic,205916,16500,2006,MITSUBISHI,FUSO FE84D
2005,5,lancer  ,            automatic,NA,2200,2005,5,lancer
1963,Ford,Ranchero  ,            manual,NA,2300,1963,Ford,Ranchero
1995,Dodge,Cummins  ,            automatic,NA,5500,1995,Dodge,Cummins
1999,Mercedes-Benz,SLK 230 Kompressor,            automatic,111234,5000,1999,Mercedes-Benz,SLK 230 Kompressor
1991,chevrolet,caprice classic ,            automatic,179200,1000,1991,chevrolet,caprice classic
2015,Honda,Accord Sedan ,NA,10361,NA,2015,Honda,Accord Sedan
2014,Dodge,Charger  ,NA,0,NA,2014,Dodge,Charger
2015,Mitsubishi,Mirage  ,            automatic,23723,NA,2015,Mitsubishi,Mirage
2006,Honda,#NAME?,            automatic,140,10500,2006,Honda,#NAME?
1992,F,350,            automatic,100,2500,1992,F,350
2015,Cadillac,ATS Sedan ,NA,23345,NA,2015,Cadillac,ATS Sedan
2015,Hyundai,Veloster  ,NA,7757,NA,2015,Hyundai,Veloster
1985,Ford,Bronco II ,            automatic,NA,2500,1985,Ford,Bronco II
1998,Dodge,Ram 3500 4x4,            automatic,208000,16900,1998,Dodge,Ram 3500 4x4
1997,toyota,camry  ,            automatic,NA,1750,1997,toyota,camry
2007,Chevy,tahoe  ,            automatic,195000,12500,2007,Chevy,tahoe
1968,Chevy,van  ,            automatic,NA,4200,1968,Chevy,van
2002,camper,shell  ,            other,NA,300,2002,camper,shell
2006,Chrysler,300,            automatic,184000,5300,2006,Chrysler,300
1995,chevrolet,corvette  ,            automatic,161000,7200,1995,chevrolet,corvette
2014,Lexus,GX 460 ,            automatic,NA,NA,2014,Lexus,GX 460
1967,Ford,galaxies 500 convt,            automatic,NA,5000,1967,Ford,galaxies 500 convt
1994,cadillac,coupe de ville,            automatic,NA,NA,1994,cadillac,coupe de ville
2017,Toyota,Tacoma  ,            automatic,2678,NA,2017,Toyota,Tacoma
2016,Dodge,Charger  ,NA,18923,NA,2016,Dodge,Charger
2015,Ford,F-150  ,NA,16873,NA,2015,Ford,F-150
2015,Dodge,Grand Caravan ,            automatic,NA,NA,2015,Dodge,Grand Caravan
2008,Ford,expedition  ,            automatic,102000,7000,2008,Ford,expedition
2015,KIA,OPTIMA  ,            automatic,30000,16000,2015,KIA,OPTIMA
2001,Jeep,Wrangler SE ,            manual,138000,6200,2001,Jeep,Wrangler SE
2014,Ford,Focus ST ,            manual,47000,15700,2014,Ford,Focus ST
2013,Kenworth,T660  ,            other,NA,NA,2013,Kenworth,T660
2011,VOLVO,670,            other,NA,NA,2011,VOLVO,670
2016,Chrysler,Town &amp; Country,            automatic,34733,20398,2016,Chrysler,Town &amp; Country
2016,Jeep,Patriot  ,            automatic,14094,15488,2016,Jeep,Patriot
2015,Chrysler,200,            automatic,44026,13898,2015,Chrysler,200
2013,Ford,F-150  ,            automatic,25192,24990,2013,Ford,F-150
1995,Ford,LTA9000  ,            manual,557203,20000,1995,Ford,LTA9000
2012,kia,soul  ,            automatic,121000,5700,2012,kia,soul
2005,Jeep,Liberty  ,            automatic,127946,5195,2005,Jeep,Liberty
2006,ford,mustang  ,            manual,NA,NA,2006,ford,mustang
2006,Chevrolet,Silverado  ,            automatic,98000,7500,2006,Chevrolet,Silverado
2004,Dodge,Cummins  ,            automatic,368000,11000,2004,Dodge,Cummins
2005,Nissan,Sentra 1.8 ,            automatic,NA,2600,2005,Nissan,Sentra 1.8
1999,Dodge,Ram 1500 ,            automatic,126665,4995,1999,Dodge,Ram 1500
2005,Cadillac,CTS  ,            automatic,94101,7995,2005,Cadillac,CTS
2013,Toyota,Tundra 4WD Truck,            automatic,46139,28590,2013,Toyota,Tundra 4WD Truck
2007,Ford,Super Duty F-250,            automatic,144844,14595,2007,Ford,Super Duty F-250
2004,Jeep,Wrangler  ,            automatic,110935,13995,2004,Jeep,Wrangler
2011,Ford,F-150  ,            automatic,119431,12995,2011,Ford,F-150
1985,chevy,c10  ,            automatic,NA,1100,1985,chevy,c10
1929,Buick,coupr  ,            manual,NA,4500,1929,Buick,coupr
1991,Grand,  ,            manual,NA,1000,1991,Grand,
2005,Ford,F-150 FX4 ,            automatic,117500,10500,2005,Ford,F-150 FX4
2008,Acura,RDX  ,            automatic,60814,15553,2008,Acura,RDX
2016,Honda,CR-V  ,            automatic,9961,25000,2016,Honda,CR-V
2005,Chevy,Uplander  ,            automatic,NA,2750,2005,Chevy,Uplander
2009,Acura,MDX  ,NA,0,NA,2009,Acura,MDX
2017,Subaru,WRX  ,            automatic,10500,NA,2017,Subaru,WRX
1986,dodge,ramcharger  ,            automatic,142000,3200,1986,dodge,ramcharger
2001,honda,civic lx ,            automatic,166874,2000,2001,honda,civic lx
1985,chevy,silverado  ,            automatic,NA,2000,1985,chevy,silverado
2002,G.,M. C. Sierra,            automatic,149500,6500,2002,G.,M. C. Sierra SLE 1500 truck
1978,Mercedes,300CD  ,            automatic,NA,10500,1978,Mercedes,300CD
1980,jeep,wagoneer  ,            automatic,NA,1200,1980,jeep,wagoneer
2011,subaru,impreza wrx ,            manual,130000,13900,2011,subaru,impreza wrx
1993,ford,probe  ,            manual,NA,900,1993,ford,probe
2002,ford,taurus  ,            automatic,NA,1300,2002,ford,taurus
2008,nissan,frontier xe ,            automatic,155750,8500,2008,nissan,frontier xe
2015,Toyota,4Runner  ,NA,NA,NA,2015,Toyota,4Runner
2003,chevy,trailblazer  ,            automatic,130,3000,2003,chevy,trailblazer
2013,Toyota,Tacoma  ,            automatic,NA,NA,2013,Toyota,Tacoma
2005,Chevy,Cavalier  ,            automatic,NA,2700,2005,Chevy,Cavalier
2016,Toyota,Tacoma  ,            automatic,11647,NA,2016,Toyota,Tacoma
2014,toyota,tundra tss ,            automatic,39500,NA,2014,toyota,tundra tss
2014,volkswagen,jetta gli pzev,            automatic,59700,NA,2014,volkswagen,jetta gli pzev
2006,scion,xb  ,            automatic,156000,4500,2006,scion,xb
2009,Ford,Flex  ,            automatic,161947,9850,2009,Ford,Flex
1999,Ford,Mustang  ,            manual,117000,2500,1999,Ford,Mustang
2016,Volkswagen,Beetle  ,            automatic,12123,17898,2016,Volkswagen,Beetle
2016,Chrysler,300,            automatic,16402,25898,2016,Chrysler,300
2014,Ford,Mustang  ,            automatic,31039,18298,2014,Ford,Mustang
2007,Volkswagen,Rabbit  ,            automatic,49686,6993,2007,Volkswagen,Rabbit
1999,Ford,Explorer  ,            automatic,114064,4484,1999,Ford,Explorer
2009,Peterbilt,387,            other,NA,6995,2009,Peterbilt,387
2016,Toyota,Corolla  ,            automatic,11172,14577,2016,Toyota,Corolla
2011,bmw,528i  ,            automatic,79338,NA,2011,bmw,528i
2011,bmw,535i  ,            automatic,66200,NA,2011,bmw,535i
2015,honda,civic lx 4dr,            automatic,31847,NA,2015,honda,civic lx 4dr
2000,Volvo,s70  ,            automatic,NA,900,2000,Volvo,s70
2005,Chevy,Uplander  ,            automatic,222000,1700,2005,Chevy,Uplander
2002,ford,f250  ,            other,NA,1,2002,ford,f250
2003,hummer,h2  ,            automatic,NA,18500,2003,hummer,h2
2001,volvo,v70  ,            automatic,133474,3300,2001,volvo,v70
2011,Acura,TSX  ,            automatic,58012,16800,2011,Acura,TSX
2012,Kenworth,T700  ,            other,NA,NA,2012,Kenworth,T700
2004,Dodge,2500,            automatic,225,18000,2004,Dodge,2500
2010,Chevrolet,Tahoe  ,            automatic,121,19900,2010,Chevrolet,Tahoe
2016,Dodge,Charger  ,NA,18923,NA,2016,Dodge,Charger
2014,Kia,Sorento  ,            automatic,NA,NA,2014,Kia,Sorento
2005,gmc,sierra  ,            automatic,75000,6000,2005,gmc,sierra
2013,Toyota,Highlander  ,NA,NA,NA,2013,Toyota,Highlander
2014,Honda,Accord Sedan ,            automatic,NA,NA,2014,Honda,Accord Sedan
2016,Ford,F-150  ,            automatic,24319,NA,2016,Ford,F-150
1998,honda,prelude sh ,            manual,NA,1,1998,honda,prelude sh
2006,Ram,1500,            automatic,117000,11800,2006,Ram,1500
2003,TOYOTA,SIENNA CE ,            automatic,NA,2900,2003,TOYOTA,SIENNA CE
2015,Honda,Civic  ,            automatic,22534,16000,2015,Honda,Civic
2000,BMW,323 CI ,            manual,179000,1900,2000,BMW,323 CI
1999,lincoln,navigator  ,            automatic,NA,1200,1999,lincoln,navigator
2007,bmw,m6 convertible ,            manual,61537,NA,2007,bmw,m6 convertible
2014,lexus,is350  ,            automatic,60100,NA,2014,lexus,is350
2014,Subaru,Tribeca  ,NA,NA,NA,2014,Subaru,Tribeca
2011,chevrolet,impala  ,            automatic,95000,NA,2011,chevrolet,impala
2011,mercedes,e350  ,            automatic,47080,NA,2011,mercedes,e350
1999,mercury,cougar  ,            automatic,172000,2000,1999,mercury,cougar
2016,GMC,Yukon XL ,            automatic,21123,NA,2016,GMC,Yukon XL
2016,Ram,1500,NA,10184,NA,2016,Ram,1500
1999,Ford,F-150  ,            automatic,NA,600,1999,Ford,F-150
2000,Gmc,  ,            automatic,NA,4300,2000,Gmc,
2001,Ford,Mustang  ,            automatic,152718,2000,2001,Ford,Mustang
2014,Nissan,Altima  ,            automatic,32390,13898,2014,Nissan,Altima
2014,Mazda,MX-5 Miata ,            automatic,19422,NA,2014,Mazda,MX-5 Miata
2014,Nissan,Altima  ,            automatic,35768,14898,2014,Nissan,Altima
2016,Ford,F-150  ,            automatic,23307,28898,2016,Ford,F-150
1966,DODGE,CHARGER  ,            manual,90000,27000,1966,DODGE,CHARGER
2016,buick,lacrosse  ,            automatic,31542,NA,2016,buick,lacrosse
2015,toyota,camry le 4dr,            automatic,37919,NA,2015,toyota,camry le 4dr sedan
1986,Ford,Bronco  ,            automatic,NA,2500,1986,Ford,Bronco
2013,chevrolet,camaro lt1 coupe,            manual,29400,NA,2013,chevrolet,camaro lt1 coupe
2016,Ford,F-150  ,            automatic,13686,33500,2016,Ford,F-150
2014,nissan,370z  ,            automatic,26100,NA,2014,nissan,370z
2012,Honda,Pilot touring ,            automatic,90000,19000,2012,Honda,Pilot touring
1990,daihatsu,rocky  ,            manual,NA,2500,1990,daihatsu,rocky
1998,Dodge,Neon  ,            automatic,164000,900,1998,Dodge,Neon
2016,Mitsubishi,Outlander Sport ,            automatic,NA,15500,2016,Mitsubishi,Outlander Sport
1999,VW,beetle  ,            manual,171,1900,1999,VW,beetle
2003,Jeep,Wragler X ,            automatic,101400,12500,2003,Jeep,Wragler X
2014,Acura,MDX  ,            automatic,52045,32384,2014,Acura,MDX
2012,FIAT,500,            automatic,NA,NA,2012,FIAT,500
2016,Chevrolet,Suburban  ,NA,4311,NA,2016,Chevrolet,Suburban
1964,chevrolet,corvette 2dr cpe,            automatic,NA,45000,1964,chevrolet,corvette 2dr cpe
2012,Kia,Sedona  ,NA,8900,NA,2012,Kia,Sedona
2008,CHEVY,IMPALA  ,            automatic,127000,NA,2008,CHEVY,IMPALA
1978,chevy,nova  ,            automatic,0,16666,1978,chevy,nova
2016,Toyota,Tacoma  ,            automatic,7170,NA,2016,Toyota,Tacoma
2014,Toyota,RAV4  ,            automatic,NA,NA,2014,Toyota,RAV4
2014,Ford,Fiesta  ,NA,NA,NA,2014,Ford,Fiesta
2000,kia,sephia  ,            manual,185158,1200,2000,kia,sephia
2016,Ford,Escape  ,            automatic,10491,20898,2016,Ford,Escape
2015,RAM,1500,            automatic,41363,23991,2015,RAM,1500
2016,Dodge,Durango  ,            automatic,24635,28494,2016,Dodge,Durango
2011,Ford,F150  ,            automatic,45000,24000,2011,Ford,F150
2013,Chevrolet,Tahoe  ,            automatic,56407,27991,2013,Chevrolet,Tahoe
2016,Ford,F-150  ,            automatic,28437,19898,2016,Ford,F-150
2008,Honda,fit sport ,            manual,74567,2000,2008,Honda,fit sport
2011,Ford,F150  ,            automatic,44000,24000,2011,Ford,F150
1998,gmc,suburban  ,            automatic,NA,1000,1998,gmc,suburban
2007,Chevy,2500 HD ,            automatic,NA,11700,2007,Chevy,2500 HD
2017,Tahoe,  ,            automatic,NA,NA,2017,Tahoe,
1997,ford,explorer  ,            automatic,300000,1000,1997,ford,explorer
2014,infiniti,qx60  ,            automatic,41910,NA,2014,infiniti,qx60
2015,Hyundai,Elantra  ,            automatic,38449,12989,2015,Hyundai,Elantra
2001,Pontiac,Sunfire  ,            automatic,186000,850,2001,Pontiac,Sunfire
2012,ford,mustang  ,            manual,58112,NA,2012,ford,mustang
2004,Dodge,Ram Quad Cab,            automatic,267100,8500,2004,Dodge,Ram Quad Cab 4x2 LB
1990,Ford,F150 lariat XLT,            automatic,63000,4300,1990,Ford,F150 lariat XLT
1991,chevy,s10 Blazer ,            automatic,95000,3000,1991,chevy,s10 Blazer
2011,mercedes,benz e350 ,            automatic,47080,NA,2011,mercedes,benz e350
2004,gmc,yukon xl ,            automatic,1940000,6500,2004,gmc,yukon xl
2007,GMC,Yukon XL Denali,            automatic,143939,12995,2007,GMC,Yukon XL Denali
2002,Porsche,Boxster  ,            automatic,72717,8595,2002,Porsche,Boxster
2007,Honda,Odyssey  ,            automatic,135593,8895,2007,Honda,Odyssey
2009,Pontiac,G6  ,            automatic,93365,8595,2009,Pontiac,G6
2006,Honda,Ridgeline  ,            automatic,127421,10995,2006,Honda,Ridgeline
1996,chevrolet,lumina  ,            automatic,NA,1300,1996,chevrolet,lumina
2014,Honda,CR-V  ,            automatic,23587,20664,2014,Honda,CR-V
1956,chevy,  ,            automatic,NA,11500,1956,chevy,
2012,Nissan,Frontier  ,            automatic,NA,NA,2012,Nissan,Frontier
2016,Subaru,Legacy  ,            automatic,2782,NA,2016,Subaru,Legacy
1989,1989,dodge  ,            manual,NA,250,1989,1989,dodge
2014,FLEETWOOD,14dbs  ,            automatic,0,NA,2014,FLEETWOOD,14dbs
2008,GMC,Sierra 1500 ,NA,NA,NA,2008,GMC,Sierra 1500
2010,Chevrolet,Malibu  ,            automatic,NA,NA,2010,Chevrolet,Malibu
1996,Ford,F250  ,            automatic,NA,2000,1996,Ford,F250
2011,Nissan,Murano LE ,            automatic,NA,19000,2011,Nissan,Murano LE
1993,dodge,ram 2500 cummins,            manual,246000,16000,1993,dodge,ram 2500 cummins
2013,toyota,tacoma prerunner ,            automatic,26000,27500,2013,toyota,tacoma prerunner
2016,GMC,Sierra 1500 ,NA,10917,NA,2016,GMC,Sierra 1500
2012,Hyundai,Genesis  ,            automatic,84000,13000,2012,Hyundai,Genesis
2016,Toyota,Corolla  ,            automatic,19004,NA,2016,Toyota,Corolla
2013,GMC,Yukon  ,            automatic,NA,NA,2013,GMC,Yukon
1996,ford,ranger  ,            automatic,170000,2000,1996,ford,ranger
1995,nissan,pathfinder  ,            manual,NA,850,1995,nissan,pathfinder
2016,buick,lacrosse  ,            automatic,31542,NA,2016,buick,lacrosse
2013,chevy,camaro  ,            manual,29400,NA,2013,chevy,camaro
2010,gmc,sierra 2500 hd,            automatic,NA,NA,2010,gmc,sierra 2500 hd
2011,chevrolet,impala  ,            automatic,95000,NA,2011,chevrolet,impala
1969,GMC,and 1985 chevy,            automatic,NA,3500,1969,GMC,and 1985 chevy
1996,SUBARU,OUTBACK  ,            automatic,137000,2000,1996,SUBARU,OUTBACK
2016,Dodge,Durango  ,            automatic,22126,28488,2016,Dodge,Durango
2006,BMW,5 Series ,            automatic,101808,7993,2006,BMW,5 Series
2017,Jeep,Grand Cherokee ,            automatic,18912,29491,2017,Jeep,Grand Cherokee
2016,Hyundai,Santa Fe Sport,            automatic,44684,16398,2016,Hyundai,Santa Fe Sport
2016,Nissan,Versa Note ,            automatic,41010,10898,2016,Nissan,Versa Note
2011,Chevy,Camaro  ,            automatic,8100,21500,2011,Chevy,Camaro
2003,Chevy,  ,            automatic,166,3500,2003,Chevy,
2016,Toyota,Camry  ,            automatic,27990,17255,2016,Toyota,Camry
2008,honda,civic hybrid ,            automatic,160000,5600,2008,honda,civic hybrid
2001,Ford,focus  ,            automatic,150000,1500,2001,Ford,focus
2011,dodge,ram 1500 ,            automatic,124336,NA,2011,dodge,ram 1500
2012,dodge,charger  ,            automatic,129487,NA,2012,dodge,charger
2011,chrysler,300 base 4dr,            automatic,91500,NA,2011,chrysler,300 base 4dr sedan
2003,Ford,F150  ,            automatic,70204,18500,2003,Ford,F150
2014,jeep,patriot  ,            automatic,52060,NA,2014,jeep,patriot
2013,dodge,avenger  ,            automatic,93651,NA,2013,dodge,avenger
2012,nissan,frontier  ,            automatic,102859,NA,2012,nissan,frontier
2013,jeep,grand cherokee 4x4,            automatic,69050,NA,2013,jeep,grand cherokee 4x4
2002,Toyota,Tacoma  ,            automatic,169796,7995,2002,Toyota,Tacoma
2012,huyndai,elantra  ,            automatic,82724,NA,2012,huyndai,elantra
2011,chevrolet,1500 suburban ,            automatic,88703,NA,2011,chevrolet,1500 suburban
2007,HONDA,ACCORD  ,            automatic,153415,NA,2007,HONDA,ACCORD
2012,ford,mustang  ,            manual,58112,NA,2012,ford,mustang
2007,bmw,m6  ,            automatic,61537,NA,2007,bmw,m6
2007,GMC,YUKON  ,            automatic,153256,NA,2007,GMC,YUKON
2014,infiniti,q50  ,            automatic,43165,NA,2014,infiniti,q50
2015,toyota,camry le 4dr,            automatic,37919,NA,2015,toyota,camry le 4dr sedan
2014,scion,frs  ,            manual,18188,NA,2014,scion,frs
1996,ford,f250  ,            automatic,NA,NA,1996,ford,f250
2013,dodge,challenger sxt ,            automatic,57019,NA,2013,dodge,challenger sxt
1991,Toyota,4runner  ,            manual,234000,3950,1991,Toyota,4runner
2000,bmw,528it  ,            automatic,142400,4500,2000,bmw,528it
2015,Honda,CR-V  ,            automatic,24234,24484,2015,Honda,CR-V
2004,honda,accord 4-door sedan,            automatic,NA,3800,2004,honda,accord 4-door sedan
2001,dodge,intrepid  ,            automatic,NA,300,2001,dodge,intrepid
1994,FORD,E-250  ,            automatic,NA,2950,1994,FORD,E-250
2017,Toyota,Tacoma  ,            automatic,2678,NA,2017,Toyota,Tacoma
2015,Mitsubishi,Mirage  ,            automatic,23723,NA,2015,Mitsubishi,Mirage
1988,Suzuki,Samari  ,            manual,NA,4750,1988,Suzuki,Samari
2013,INFINITI,G37 Sedan ,            automatic,NA,NA,2013,INFINITI,G37 Sedan
2014,Kia,Sorento  ,            automatic,NA,NA,2014,Kia,Sorento
1987,Chevy,  ,            automatic,NA,1500,1987,Chevy,
2003,Chevy,2500HD  ,            automatic,139000,11500,2003,Chevy,2500HD
1969,GMC,truck  ,            automatic,NA,600,1969,GMC,truck
